#YYYY.DECM     baseline(mm)     azimuth(millisecond)
2016.1270     -1.60     0.36
2016.1298     -0.55     1.00
2016.1325     -1.57     -0.02
2016.1352     -2.07     1.33
2016.1380     -1.63     0.32
2016.1407     -1.89     0.97
2016.1434     -1.37     0.53
2016.1462     -2.04     -0.34
2016.1489     -0.93     0.19
2016.1516     -1.24     0.75
2016.1544     -1.45     1.93
2016.1571     -1.03     2.19
2016.1598     -0.45     0.76
2016.1626     -0.73     1.82
2016.1653     0.34     2.50
2016.1680     -1.19     1.49
2016.1708     -0.72     1.84
2016.1735     -0.24     0.90
2016.1762     -1.05     2.60
2016.1790     -1.21     0.39
2016.1817     -0.96     2.10
2016.1844     -1.02     0.70
2016.1872     -1.37     3.17
2016.1899     -1.29     0.70
2016.1926     0.09     2.76
2016.1954     -1.09     1.04
2016.1981     -1.33     0.65
2016.2008     -0.55     1.72
2016.2036     -1.05     -0.41
2016.2063     -1.71     0.88
2016.2090     -0.62     0.31
2016.2117     -1.58     -1.27
2016.2145     -0.13     0.90
2016.2172     0.04     -2.06
2016.2199     -1.89     0.60
2016.2227     -0.62     0.31
2016.2254     -0.92     0.90
2016.2281     -1.74     1.73
2016.2309     -0.00     1.12
2016.2336     -1.96     0.72
2016.2363     -1.46     3.27
2016.2391     -1.21     1.53
2016.2418     -2.22     0.51
2016.2445     0.04     3.15
2016.2473     -0.77     1.16
2016.2500     0.37     2.19
2016.2527     0.20     2.76
2016.2555     -1.01     3.16
2016.2582     -1.40     1.00
2016.2609     -0.85     1.05
2016.2637     -1.94     0.34
2016.2664     -0.74     -0.93
2016.2691     -0.72     2.57
2016.2719     -2.04     -0.04
2016.2746     -0.75     2.09
2016.2773     -1.34     2.64
2016.2801     -1.44     -0.76
2016.2828     -1.03     -0.10
2016.2855     -1.73     -0.16
2016.2883     -1.17     0.76
2016.2910     -2.66     3.50
2016.2937     -1.51     1.93
2016.2964     0.02     1.42
2016.2992     -0.48     1.26
2016.3019     -1.06     1.39
2016.3046     -1.76     2.40
2016.3074     -1.07     1.80
2016.3101     -0.82     1.34
2016.3128     -0.51     -2.03
2016.3156     -2.08     2.31
2016.3183     -1.49     1.55
2016.3210     -2.42     1.98
2016.3238     -1.57     -0.52
2016.3265     -2.20     2.13
2016.3292     -1.33     -0.98
2016.3320     -0.98     3.05
2016.3347     -1.72     -0.32
2016.3374     -0.69     -1.01
2016.3402     0.31     2.58
2016.3429     -1.33     0.32
2016.3456     -2.06     3.45
2016.3484     -0.83     -0.58
2016.3511     -1.59     2.50
2016.3538     -1.73     1.41
2016.3566     -2.94     0.71
2016.3593     0.96     -2.18
2016.3620     -0.18     0.71
2016.3648     -0.16     0.53
2016.3675     -1.68     1.06
2016.3702     -2.79     0.75
2016.3730     -1.37     -0.37
2016.3757     -1.14     1.74
2016.3784     -1.56     1.26
2016.3811     -0.77     2.14
2016.3839     -1.59     1.66
2016.3866     -1.67     1.75
2016.3893     -1.58     1.89
2016.3921     -1.33     1.43
2016.3948     -0.98     2.44
2016.3975     -3.15     -0.26
2016.4003     -2.28     1.84
2016.4030     -1.96     -0.89
2016.4057     -1.62     0.54
2016.4085     0.07     -0.58
2016.4112     -0.32     0.95
2016.4139     0.30     0.45
2016.4167     -0.59     1.16
2016.4194     -1.17     0.85
2016.4221     -1.09     3.80
2016.4249     -1.48     4.25
2016.4276     -3.15     4.32
2016.4303     0.56     -0.82
2016.4331     -0.56     0.79
2016.4358     -1.07     -0.26
2016.4385     -0.10     -0.18
2016.4413     -0.91     1.74
2016.4440     -0.30     2.52
2016.4467     -2.67     0.58
2016.4495     0.81     -0.62
2016.4522     1.00     -1.82
2016.4549     -0.59     -1.20
2016.4577     -0.33     -0.33
2016.4604     -0.07     -0.11
2016.4631     -1.44     1.74
2016.4658     -2.60     1.14
2016.4686     -1.54     0.73
2016.4713     1.28     2.54
2016.4740     2.31     -0.73
2016.4768     0.37     2.36
2016.4795     0.50     1.06
2016.4822     -1.27     1.18
2016.4850     -1.26     -1.19
2016.4877     -2.72     -0.34
2016.4904     -0.61     0.10
2016.4932     0.25     1.09
2016.4959     -0.40     -0.20
2016.4986     -0.87     -1.60
2016.5014     -2.35     1.58
2016.5041     -2.47     0.95
2016.5068     0.35     -2.84
2016.5096     6.79     -2.86
2016.5123     6.89     -6.15
2016.5150     -0.64     -1.43
2016.5178     -1.92     1.22
2016.5205     2.37     0.48
2016.5232     -0.17     1.73
2016.5260     -1.14     0.78
2016.5287     -2.29     2.35
2016.5314     -2.27     3.47
2016.5342     -4.53     0.62
2016.5369     -0.05     2.14
2016.5396     -2.21     2.92
2016.5423     -1.59     0.70
2016.5451     -2.28     2.59
2016.5478     -1.36     0.22
2016.5505     -1.48     -0.19
2016.5533     -2.45     -0.50
2016.5560     -2.59     0.80
2016.5587     4.16     1.94
2016.5615     -1.86     1.57
2016.5642     -1.84     -0.13
2016.5669     1.62     -0.06
2016.5697     -1.20     -1.45
2016.5724     -1.00     -3.28
2016.5751     -3.36     -0.23
2016.5779     0.79     -2.07
2016.5806     -0.40     -0.14
2016.5833     -1.65     -0.45
2016.5861     -0.31     -0.41
2016.5888     0.15     0.13
2016.5915     -2.01     -1.68
2016.5943     -1.48     1.13
2016.5970     -2.44     -0.45
2016.5997     -0.40     -1.19
2016.6025     0.03     -2.43
2016.6052     -2.22     -1.80
2016.6079     -1.79     -1.53
2016.6107     -0.70     0.69
2016.6134     -2.99     -1.55
2016.6161     0.05     -0.23
2016.6189     -2.89     0.14
2016.6216     -0.22     2.15
2016.6243     -0.31     -0.38
2016.6270     -3.47     -0.81
2016.6298     -1.04     0.15
2016.6325     -1.66     -2.59
2016.6352     -2.29     1.35
2016.6380     -2.74     2.77
2016.6407     -0.61     -0.65
2016.6434     -3.53     2.99
2016.6462     -3.89     1.75
2016.6489     -2.99     -0.00
2016.6516     -1.74     0.53
2016.6544     -0.68     -0.75
2016.6571     -0.49     -2.60
2016.6598     -1.48     -1.63
2016.6626     -2.07     1.09
2016.6653     -0.93     -0.08
2016.6680     -1.37     1.15
2016.6708     -1.41     -0.42
2016.6735     -1.93     0.03
2016.6762     -1.66     -0.84
2016.6790     -1.97     -0.47
2016.6817     -0.74     0.69
2016.6844     -0.53     1.69
2016.6872     -1.39     0.70
2016.6899     -0.68     -0.07
2016.6926     -2.37     -0.46
2016.6954     -1.15     -0.84
2016.6981     -1.59     0.60
2016.7008     -1.16     -1.71
2016.7036     -0.07     1.81
2016.7063     -1.44     -1.74
2016.7090     -2.82     -3.78
2016.7117     -1.54     0.04
2016.7145     -1.05     -1.31
2016.7172     -0.65     1.95
2016.7199     -0.55     -1.14
2016.7227     -1.79     -1.66
2016.7254     -0.64     0.46
2016.7281     -1.51     -0.12
2016.7309     -0.83     -2.23
2016.7336     -3.08     -0.95
2016.7363     -0.99     -1.63
2016.7391     -1.24     0.34
2016.7418     -1.46     -3.04
2016.7445     -0.81     0.19
2016.7473     -0.60     -2.06
2016.7500     -2.13     -0.24
2016.7527     -2.02     -2.22
2016.7555     -1.00     -0.33
2016.7582     -2.13     -1.33
2016.7609     -2.54     -0.26
2016.7637     -2.16     0.15
2016.7664     -0.81     0.42
2016.7691     -0.74     -0.76
2016.7719     -1.76     0.17
2016.7746     -0.25     -0.39
2016.7773     -1.73     -0.86
2016.7801     -1.11     -1.58
2016.7828     -3.11     -0.97
2016.7855     -1.21     -1.08
2016.7883     -1.47     -0.00
2016.7910     -2.08     -0.78
2016.7937     -1.62     0.18
2016.7964     -1.85     -0.62
2016.7992     -1.13     -2.46
2016.8019     -1.37     0.60
2016.8046     -2.83     1.66
2016.8074     -0.95     0.65
2016.8101     -2.12     0.25
2016.8128     -3.10     0.37
2016.8156     -1.68     -0.75
2016.8183     -1.62     0.21
2016.8210     -4.46     1.82
2016.8238     -1.96     -1.21
2016.8265     0.28     -0.55
2016.8292     -2.17     0.17
2016.8320     -1.82     -0.76
2016.8347     -1.95     0.34
2016.8374     -2.14     0.03
2016.8402     -1.45     1.16
2016.8429     -2.12     -0.60
2016.8456     -1.52     -0.03
2016.8484     -1.68     1.87
2016.8511     -2.80     -0.84
2016.8538     -2.36     -1.19
2016.8566     -2.26     -0.37
2016.8593     -1.73     -0.81
2016.8620     -2.08     0.35
2016.8648     -1.88     1.77
2016.8675     -1.20     0.71
2016.8702     -3.12     -1.35
2016.8730     -1.45     0.32
2016.8757     -1.75     -0.39
2016.8784     -2.45     -0.45
2016.8811     -2.65     -0.57
2016.8839     -1.26     0.86
2016.8866     -1.82     0.80
2016.8893     -1.99     0.09
2016.8921     -1.98     1.41
2016.8948     -1.58     0.76
2016.8975     -2.67     0.06
2016.9003     -2.35     -0.93
2016.9030     -1.54     -0.02
2016.9057     -2.09     1.02
2016.9085     -1.47     0.09
2016.9112     -2.19     0.00
2016.9139     -2.39     0.31
2016.9167     -1.69     0.39
2016.9194     -1.45     1.01
2016.9221     -2.51     0.99
2016.9249     -1.63     -1.02
2016.9276     -1.57     0.80
2016.9303     -0.37     0.84
2016.9331     -2.32     -0.64
2016.9358     -0.92     0.80
2016.9385     -1.13     1.75
2016.9413     -1.94     -1.09
2016.9440     -1.46     0.36
2016.9467     -1.51     0.06
2016.9495     -1.95     -1.32
2016.9522     -1.11     0.29
2016.9549     -2.27     -0.32
2016.9577     -1.76     -0.56
2016.9604     -1.77     -0.14
2016.9631     -1.85     -0.27
2016.9658     -1.65     0.28
2016.9686     -2.09     0.41
2016.9713     -2.10     0.40
2016.9740     -2.24     -0.48
2016.9768     -2.36     0.20
2016.9795     -2.63     -0.03
2016.9822     -2.54     0.98
2016.9850     -2.17     -0.56
2016.9877     -1.25     -0.35
2016.9904     -2.42     0.32
2016.9932     -2.51     -0.46
2016.9959     -2.72     0.49
2016.9986     -2.10     0.86
2017.0014     -2.28     0.35
2017.0041     -1.33     1.04
2017.0068     -2.50     -0.67
2017.0096     -2.43     0.54
2017.0123     -1.37     -0.74
2017.0151     -1.69     -0.19
2017.0178     -1.03     -0.61
2017.0205     -2.32     0.08
2017.0233     -2.13     1.68
2017.0260     -2.57     0.53
2017.0288     -2.34     -1.02
2017.0315     -3.54     -1.06
2017.0342     -2.91     0.20
2017.0370     -2.25     -0.01
2017.0397     -1.83     0.04
2017.0425     -2.63     0.89
2017.0452     -2.68     0.58
2017.0479     -2.89     -1.92
2017.0507     -3.20     -0.04
2017.0534     -2.34     -0.37
2017.0562     -1.28     2.25
2017.0589     -2.22     0.05
2017.0616     -2.23     0.26
2017.0644     -1.94     0.31
2017.0671     -1.43     -1.44
2017.0699     -2.21     -0.13
2017.0726     -2.28     -0.25
2017.0753     -2.11     0.46
2017.0781     -2.69     -0.48
2017.0808     -3.24     0.35
2017.0836     -2.63     0.05
2017.0863     -2.18     -0.28
2017.0890     -2.63     0.27
2017.0918     -2.06     0.12
2017.0945     -1.40     -0.09
2017.0973     -2.52     -0.41
2017.1000     -1.63     0.18
2017.1027     -1.35     0.22
2017.1055     -1.50     -0.89
2017.1082     -2.31     0.60
2017.1110     -2.79     -0.41
2017.1137     -2.71     0.59
2017.1164     -2.04     -0.04
2017.1192     -1.71     0.51
2017.1219     -2.23     -1.64
2017.1247     -2.08     -0.53
2017.1274     -2.09     -0.33
2017.1301     -1.22     0.68
2017.1329     -1.70     -0.76
2017.1356     -1.60     0.05
2017.1384     -1.54     -1.15
2017.1411     -2.67     2.42
2017.1438     -2.16     -0.00
2017.1466     -2.78     1.15
2017.1493     -2.66     0.05
2017.1521     -2.37     1.18
2017.1548     -3.14     -0.09
2017.1575     -1.18     0.10
2017.1603     -1.49     0.68
2017.1630     -2.71     -1.76
2017.1658     -1.51     -0.21
2017.1685     -1.93     -1.54
2017.1712     -0.75     0.18
2017.1740     -2.51     -0.11
2017.1767     -2.03     0.24
2017.1795     -3.14     -1.37
2017.1822     -3.13     -1.13
2017.1849     -1.39     -0.65
2017.1877     -1.62     0.93
2017.1904     -2.56     0.02
2017.1932     -1.59     0.33
2017.1959     -2.02     0.49
2017.1986     -1.41     1.06
2017.2014     -2.32     -0.43
2017.2041     -2.40     0.95
2017.2068     -2.77     -2.47
2017.2096     -1.22     1.60
2017.2123     -1.70     1.24
2017.2151     -2.42     -2.10
2017.2178     -0.93     1.22
2017.2205     -2.25     -0.09
2017.2233     -2.41     -0.13
2017.2260     -1.30     0.40
2017.2288     -2.26     -0.10
2017.2315     -2.05     0.46
2017.2342     -2.94     0.74
2017.2370     -0.86     1.56
2017.2397     -1.93     -0.63
2017.2425     -3.04     -1.15
2017.2452     -2.15     -0.55
2017.2479     -1.27     -0.83
2017.2507     -1.41     1.32
2017.2534     -0.88     2.41
2017.2562     -0.98     -0.13
2017.2589     -1.29     -0.42
2017.2616     -0.08     0.05
2017.2644     -2.51     -0.70
2017.2671     -0.67     0.59
2017.2699     -1.38     1.60
2017.2726     -2.23     -0.67
2017.2753     -1.04     -0.21
2017.2781     -2.47     0.02
2017.2808     -3.81     1.30
2017.2836     -1.90     2.49
2017.2863     -1.07     -0.91
2017.2890     -1.56     0.45
2017.2918     -3.21     0.77
2017.2945     -2.78     -1.55
2017.2973     -3.94     -1.08
2017.3000     -2.71     -0.13
2017.3027     -1.87     0.17
2017.3055     -1.71     1.30
2017.3082     -2.86     -1.02
2017.3110     -3.05     1.05
2017.3137     -1.93     0.95
2017.3164     -1.94     1.15
2017.3192     -1.76     0.36
2017.3219     -1.17     0.46
2017.3247     -0.34     -0.76
2017.3274     -1.45     -2.15
2017.3301     0.67     -0.60
2017.3329     -2.23     0.47
2017.3356     -1.67     0.73
2017.3384     -1.29     -2.31
2017.3411     -2.41     -1.12
2017.3438     -2.01     0.62
2017.3466     -0.29     -1.31
2017.3493     -1.95     0.71
2017.3521     -1.91     -0.08
2017.3548     -1.76     -1.12
2017.3575     -2.16     -1.57
2017.3603     -0.81     0.87
2017.3630     -0.43     1.50
2017.3658     -2.10     1.14
2017.3685     -1.23     -0.25
2017.3712     -1.23     -0.25
2017.3740     -1.68     -0.98
2017.3767     -2.24     1.35
2017.3795     -1.25     -2.22
2017.3822     -2.03     1.26
2017.3849     -1.87     1.10
2017.3877     -0.91     -1.00
2017.3904     -0.81     -1.48
2017.3932     -0.12     -0.99
2017.3959     -3.24     0.59
2017.3986     -2.17     0.39
2017.4014     -1.46     0.70
2017.4041     0.69     -1.16
2017.4068     -0.75     -0.51
2017.4096     -1.43     -1.40
2017.4123     -1.92     -0.05
2017.4151     -2.13     -2.76
2017.4178     -0.56     -0.62
2017.4205     -2.04     0.63
2017.4233     -1.71     -0.12
2017.4260     -3.14     0.55
2017.4288     -1.89     -0.21
2017.4315     -1.76     -0.20
2017.4342     -2.35     -0.74
2017.4370     -1.73     1.80
2017.4397     -1.65     0.42
2017.4425     -3.16     -0.12
2017.4452     -2.29     -0.85
2017.4479     -1.19     1.18
2017.4507     -1.79     -0.88
2017.4534     -2.56     -0.42
2017.4562     -1.60     -2.52
2017.4589     -0.28     -1.85
2017.4616     -2.04     -2.36
2017.4644     -3.47     1.77
2017.4671     0.12     0.97
2017.4699     -2.90     -0.96
2017.4726     -3.19     3.54
2017.4753     -1.98     3.14
2017.4781     -1.54     -0.89
2017.4808     -1.95     -0.91
2017.4836     -3.34     -2.54
2017.4863     -1.51     1.76
2017.4890     -3.00     0.18
2017.4918     -0.68     -0.54
2017.4945     -1.75     -1.65
2017.4973     -1.20     -1.60
2017.5000     -3.98     1.39
2017.5027     -2.75     -0.68
2017.5055     -4.99     1.90
2017.5082     -1.55     -1.73
2017.5110     -3.34     -3.59
2017.5137     -0.92     -4.59
2017.5164     -3.04     -2.67
2017.5192     -2.69     1.16
2017.5219     -3.71     -0.95
2017.5247     -2.83     2.22
2017.5274     -2.58     -1.69
2017.5301     -2.99     -0.85
2017.5329     -1.61     -0.52
2017.5356     -3.05     -0.72
2017.5384     -1.27     -2.12
2017.5411     -1.29     0.65
2017.5438     -1.50     -1.62
2017.5466     -2.16     -1.64
2017.5493     -1.26     -2.53
2017.5521     -1.86     -3.29
2017.5548     0.49     -2.03
2017.5575     -1.16     -0.42
2017.5603     0.53     -4.34
2017.5630     0.34     -3.14
2017.5658     1.21     4.14
2017.5685     0.06     -2.07
2017.5712     -1.42     -0.62
2017.5740     -0.26     -2.16
2017.5767     -2.54     -2.66
2017.5795     0.01     0.67
2017.5822     -1.26     0.31
2017.5849     -1.87     -1.35
2017.5877     -2.06     -1.66
2017.5904     -0.33     -2.48
2017.5932     1.18     -1.30
2017.5959     -0.01     -0.65
2017.5986     -2.04     -2.26
2017.6014     -1.93     -2.73
2017.6041     -0.91     0.67
2017.6068     -0.95     -2.41
2017.6096     -2.14     -2.84
2017.6123     -1.37     -1.37
2017.6151     -2.27     -0.25
2017.6178     -2.28     -2.43
2017.6205     -3.72     -3.05
2017.6233     -2.09     -4.49
2017.6260     -1.46     -1.72
2017.6288     -3.32     -0.23
2017.6315     0.32     -1.17
2017.6342     -1.28     -1.20
2017.6370     -1.82     -2.96
2017.6397     -1.94     -2.06
2017.6425     -2.29     -2.21
2017.6452     -2.42     -2.42
2017.6479     -1.08     0.00
2017.6507     -1.57     -1.02
2017.6534     -2.57     0.37
2017.6562     -2.00     -1.07
2017.6589     -2.25     -1.49
2017.6616     -1.87     -0.43
2017.6644     -2.33     -2.04
2017.6671     -2.98     -0.94
2017.6699     -1.55     0.33
2017.6726     -2.17     1.90
2017.6753     -2.01     -1.72
2017.6781     -3.19     1.53
2017.6808     -1.98     -1.89
2017.6836     -1.99     -2.98
2017.6863     -2.57     -1.76
2017.6890     -2.65     -1.68
2017.6918     -3.69     -1.67
2017.6945     -2.30     -2.40
2017.6973     -1.56     -0.32
2017.7000     -2.80     -1.27
2017.7027     -1.40     -1.14
2017.7055     -3.45     -1.26
2017.7082     -2.09     -0.96
2017.7110     -1.68     -3.10
2017.7137     -1.68     -0.94
2017.7164     -1.96     -0.53
2017.7192     -1.98     1.83
2017.7219     -1.78     -2.82
2017.7247     -1.86     -2.52
2017.7274     -3.16     -2.06
2017.7301     -1.25     -0.65
2017.7329     -1.86     -1.22
2017.7356     -1.84     -1.18
2017.7384     -1.63     -2.99
2017.7411     -1.52     1.52
2017.7438     -1.29     0.37
2017.7466     -1.52     -0.87
2017.7493     -1.35     -0.36
2017.7521     -2.46     -0.67
2017.7548     -1.05     -0.09
2017.7575     -1.48     -1.23
2017.7603     -0.68     -0.55
2017.7630     -1.00     -1.08
2017.7658     -1.47     -1.85
2017.7685     -1.10     -0.59
2017.7712     -2.68     0.28
2017.7740     -2.18     -1.28
2017.7767     -2.11     1.21
2017.7795     -2.27     -0.78
2017.7822     -2.00     -0.33
2017.7849     -2.68     -1.01
2017.7877     -3.07     -1.43
2017.7904     -1.74     -1.18
2017.7932     -1.96     0.18
2017.7959     -1.53     -1.06
2017.7986     -2.62     -3.06
2017.8014     -2.44     0.26
2017.8041     -3.15     -1.12
2017.8068     -2.65     -1.15
2017.8096     -2.56     -2.73
2017.8123     -1.05     -0.69
2017.8151     -2.10     1.70
2017.8178     -2.15     -2.27
2017.8205     -2.95     -4.67
2017.8233     -2.42     -1.63
2017.8260     -2.75     -1.74
2017.8288     -2.18     -0.79
2017.8315     -1.98     -0.47
2017.8342     -1.77     -0.34
2017.8370     -2.65     -1.13
2017.8397     -1.88     -0.95
2017.8425     -2.47     -1.49
2017.8452     -2.24     0.62
2017.8479     -1.71     -0.23
2017.8507     -2.64     -1.32
2017.8534     -2.68     -3.98
2017.8562     -2.04     -0.56
2017.8589     -2.33     -1.46
2017.8616     -1.83     -0.20
2017.8644     -1.74     -1.57
2017.8671     -2.57     -0.98
2017.8699     -1.65     -0.76
2017.8726     -2.19     -1.43
2017.8753     -2.34     -0.16
2017.8781     -3.34     0.36
2017.8808     -2.33     -2.31
2017.8836     -2.92     0.63
2017.8863     -2.73     -1.66
2017.8890     -1.82     -1.24
2017.8918     -2.17     -1.60
2017.8945     -2.38     -1.29
2017.8973     -2.62     -3.21
2017.9000     -2.38     -1.08
2017.9027     -2.12     -0.43
2017.9055     -2.08     -1.23
2017.9082     -2.46     -0.99
2017.9110     -2.54     -0.90
2017.9137     -2.36     -0.38
2017.9164     -2.17     -0.93
2017.9192     -2.31     0.14
2017.9219     -2.69     -1.79
2017.9247     -2.23     -1.02
2017.9274     -2.23     0.27
2017.9301     -2.47     0.96
2017.9329     -1.81     -0.77
2017.9356     -1.58     -1.03
2017.9384     -2.80     -0.86
2017.9411     -2.03     -0.90
2017.9438     -2.32     -0.51
2017.9466     -2.00     0.23
2017.9493     -1.65     -0.71
2017.9521     -1.56     -0.33
2017.9548     -2.43     -1.11
2017.9575     -2.70     0.39
2017.9603     -2.10     -1.65
2017.9630     -2.54     -1.51
2017.9658     -2.89     -2.72
2017.9685     -2.27     -0.85
2017.9712     -2.69     -0.88
2017.9740     -2.01     -0.84
2017.9767     -3.33     -1.06
2017.9795     -1.72     0.72
2017.9822     -2.23     -1.63
2017.9849     -2.56     0.64
2017.9877     -1.81     -0.50
2017.9904     -2.51     -0.36
2017.9932     -1.83     -0.11
2017.9959     -2.31     -0.25
2017.9986     -2.80     -0.18
2018.0014     -2.53     0.05
2018.0041     -1.84     0.54
2018.0068     -3.23     -1.09
2018.0096     -2.18     -1.10
2018.0123     -1.83     -2.02
2018.0151     -2.28     -1.47
2018.0178     -2.05     1.51
2018.0205     -2.50     -1.40
2018.0233     -2.80     -1.45
2018.0260     -2.59     -0.67
2018.0288     -1.94     -0.69
2018.0315     -0.80     0.32
2018.0342     -2.32     -0.23
2018.0370     -2.40     -0.14
2018.0397     -1.32     -1.82
2018.0425     -2.44     -1.06
2018.0452     -1.62     -1.66
2018.0479     -2.12     -1.61
2018.0507     -1.61     -0.78
2018.0534     -1.92     -1.29
2018.0562     -2.48     -0.25
2018.0589     -1.54     -0.44
2018.0616     -2.16     -0.81
2018.0644     -2.17     -0.40
2018.0671     -2.41     0.30
2018.0699     -2.69     -0.15
2018.0726     -2.53     -0.11
2018.0753     -2.37     -0.49
2018.0781     -2.61     -0.23
2018.0808     -3.10     0.91
2018.0836     -2.71     -0.62
2018.0863     -2.78     -0.73
2018.0890     -3.42     -0.48
2018.0918     -3.51     -0.19
2018.0945     -2.28     0.74
2018.0973     -2.83     0.50
2018.1000     -2.91     0.37
2018.1027     -3.49     -0.37
2018.1055     -2.21     0.44
2018.1082     -2.11     0.18
2018.1110     -3.82     -0.90
2018.1137     -2.69     -0.77
2018.1164     -2.66     0.15
2018.1192     -2.87     0.23
2018.1219     -2.14     -0.07
2018.1247     -3.08     -1.18
2018.1274     -2.08     0.03
2018.1301     -3.27     -0.41
2018.1329     -1.91     0.53
2018.1356     -2.96     0.53
2018.1384     -2.86     0.05
2018.1411     -4.78     -0.94
2018.1438     -3.19     -2.65
2018.1466     -2.06     1.15
2018.1493     -2.60     0.49
2018.1521     -2.58     0.51
2018.1548     -2.51     0.85
2018.1575     -2.05     -1.64
2018.1603     -1.76     0.58
2018.1630     -1.74     0.60
2018.1658     -2.42     -0.94
2018.1685     -2.39     0.83
2018.1712     -2.19     -0.56
2018.1740     -2.13     0.19
2018.1767     -2.05     -0.11
2018.1795     -2.88     -0.38
2018.1822     -2.55     1.46
2018.1849     -1.75     0.17
2018.1877     -2.14     -0.68
2018.1904     -3.62     0.57
2018.1932     -2.63     -0.62
2018.1959     -2.28     0.83
2018.1986     -2.43     -0.50
2018.2014     -0.02     -0.22
2018.2041     0.90     -3.45
2018.2068     -2.22     -0.59
2018.2096     -1.56     0.07
2018.2123     -2.17     2.31
2018.2151     -2.31     -1.16
2018.2178     -3.00     3.12
2018.2205     -1.40     1.42
2018.2233     -1.79     0.79
2018.2260     -1.21     0.67
2018.2288     -1.84     0.50
2018.2315     -2.64     0.70
2018.2342     -2.51     1.12
2018.2370     -2.29     -0.02
2018.2397     -0.01     -4.71
2018.2425     -1.54     0.13
2018.2452     -1.73     0.91
2018.2479     -2.30     -0.46
2018.2507     -2.40     1.32
2018.2534     -0.35     -2.23
2018.2562     -1.62     0.23
2018.2589     -1.99     0.91
2018.2616     -2.41     0.89
2018.2644     -2.44     0.19
2018.2671     -2.33     -0.06
2018.2699     -2.38     -0.80
2018.2726     -2.64     -1.21
2018.2753     -2.14     0.25
2018.2781     -2.02     0.67
2018.2808     -1.75     0.68
2018.2836     -1.01     1.47
2018.2863     -1.99     -0.13
2018.2890     -2.19     -0.04
2018.2918     -0.50     0.37
2018.2945     1.35     0.17
2018.2973     -1.65     -0.44
2018.3000     -1.87     -0.37
2018.3027     -1.93     1.49
2018.3055     -1.23     -0.61
2018.3082     -2.14     -0.81
2018.3110     -1.74     1.16
2018.3137     -0.79     0.34
2018.3164     -1.81     -1.55
2018.3192     -1.60     -0.12
2018.3219     -1.69     -0.27
2018.3247     -2.71     0.64
2018.3274     -2.94     -1.46
2018.3301     -1.78     -1.05
2018.3329     -2.54     -0.79
2018.3356     -3.36     0.02
2018.3384     -2.15     -0.58
2018.3411     -0.89     -0.24
2018.3438     -2.27     0.53
2018.3466     -3.91     -0.23
2018.3493     -0.15     -1.83
2018.3521     -1.69     -0.68
2018.3548     -1.98     0.15
2018.3575     -1.02     -0.22
2018.3603     -1.38     -1.04
2018.3630     -1.76     -0.79
2018.3658     -0.71     -1.44
2018.3685     -1.53     1.33
2018.3712     -1.44     -0.47
2018.3740     -2.15     0.09
2018.3767     -2.01     -2.49
2018.3795     -0.76     -2.16
2018.3822     -2.16     -2.30
2018.3849     -1.89     -0.98
2018.3877     -2.25     0.37
2018.3904     -1.93     -1.04
2018.3932     -1.69     -1.52
2018.3959     -1.90     0.74
2018.3986     -2.91     -0.06
2018.4014     -2.53     -1.59
2018.4041     -0.90     -0.63
2018.4068     -1.35     -1.16
2018.4096     -2.22     0.65
2018.4123     -0.16     -2.01
2018.4151     -2.30     -0.54
2018.4178     -2.36     -1.94
2018.4205     -2.29     -2.04
2018.4233     -0.78     0.66
2018.4260     -3.18     -1.34
2018.4288     -1.40     1.15
2018.4315     -1.25     -0.32
2018.4342     -1.90     -0.10
2018.4370     -2.88     -1.05
2018.4397     -0.65     -1.50
2018.4425     -2.87     0.26
2018.4452     -0.31     -1.36
2018.4479     -2.58     0.10
2018.4507     0.25     -2.61
2018.4534     -1.74     0.61
2018.4562     -0.16     -0.03
2018.4589     -3.32     -1.76
2018.4616     -1.49     1.91
2018.4644     -0.48     -0.76
2018.4671     -1.46     -0.43
2018.4699     -2.56     -1.59
2018.4726     -4.00     1.67
2018.4753     -3.63     1.42
2018.4781     -0.26     -2.13
2018.4808     -0.22     -3.13
2018.4836     -2.02     0.18
2018.4863     -0.60     -3.32
2018.4890     0.02     3.54
2018.4918     -0.44     0.19
2018.4945     0.23     -2.60
2018.4973     -0.27     0.68
2018.5000     -1.74     -0.43
2018.5027     -0.91     2.23
2018.5055     -2.73     -0.33
2018.5082     -0.87     -0.72
2018.5110     -1.03     -0.77
2018.5137     -1.50     -1.32
2018.5164     -0.99     0.37
2018.5192     -1.90     0.19
2018.5219     -3.16     -1.24
2018.5247     -0.63     -4.65
2018.5274     -0.76     -3.55
2018.5301     -2.29     0.21
2018.5329     -2.74     -2.48
2018.5356     -0.74     -1.14
2018.5384     0.27     -5.10
2018.5411     -1.94     -1.16
2018.5438     2.12     -0.11
2018.5466     -1.51     0.20
2018.5493     -3.56     0.94
2018.5521     -0.90     2.72
2018.5548     5.55     -0.74
2018.5575     -0.32     0.43
2018.5603     -3.37     -2.20
2018.5630     0.58     -5.87
2018.5658     -1.12     -1.74
2018.5685     2.71     -5.61
2018.5712     -3.22     -4.53
2018.5740     -1.09     -1.46
2018.5767     -3.31     -0.58
2018.5795     -1.35     -1.25
2018.5822     3.20     -1.76
2018.5849     0.69     -3.51
2018.5877     -0.74     -3.48
2018.5904     0.39     0.54
