# Time(a)    BL_length(m)   Sig_bl(m)         Up(mm)  Sig_u(mm)
2023.7712    247798.99669    0.00502         11.3288    0.0000
2023.7740    247798.99530    0.00570         12.9051    0.0000
2023.7767    247798.99570    0.00561         12.5806    0.0000
2023.7795    247798.99632    0.00525         11.5028    0.0000
2023.7822    247798.99665    0.00544         11.8296    0.0000
2023.7849    247798.99668    0.00536         11.8746    0.0000
2023.7877    247798.99696    0.00538         11.7945    0.0000
2023.7904    247798.99605    0.00576         12.1897    0.0000
2023.7931    247798.99587    0.00487         11.0227    0.0000
2023.7959    247798.99631    0.00546         12.2789    0.0000
2023.7986    247798.99562    0.00533         11.4799    0.0000
2023.8014    247798.99560    0.00487         10.8753    0.0000
2023.8041    247798.99486    0.00528         11.7251    0.0000
2023.8068    247798.99543    0.00494         10.8683    0.0000
2023.8096    247798.99707    0.00479         10.6801    0.0000
2023.8123    247798.99704    0.00511         11.2750    0.0000
2023.8151    247798.99475    0.00577         12.5334    0.0000
2023.8178    247798.99624    0.00519         11.9473    0.0000
2023.8205    247798.99525    0.00509         11.2353    0.0000
2023.8233    247798.99788    0.00458         10.4864    0.0000
2023.8260    247798.99617    0.00462         10.4370    0.0000
2023.8288    247798.99644    0.00514         11.6180    0.0000
2023.8315    247798.99619    0.00525         11.6100    0.0000
2023.8342    247798.99534    0.00494         11.0338    0.0000
2023.8370    247798.99534    0.00521         11.5510    0.0000
2023.8397    247798.99737    0.00552         12.2763    0.0000
2023.8425    247798.99273    0.00514         11.7116    0.0000
2023.8452    247798.99673    0.00566         12.7249    0.0000
2023.8479    247798.99561    0.00500         11.3420    0.0000
2023.8507    247798.99457    0.00508         11.1806    0.0000
2023.8534    247798.99593    0.00551         11.7444    0.0000
2023.8562    247798.99529    0.00490         10.7921    0.0000
2023.8589    247798.99517    0.00521         11.5026    0.0000
2023.8616    247798.99489    0.00461         10.7309    0.0000
2023.8644    247798.99604    0.00496         11.1378    0.0000
2023.8671    247798.99585    0.00462         10.2763    0.0000
2023.8699    247798.99456    0.00436          9.9641    0.0000
2023.8726    247798.99479    0.00506         11.1213    0.0000
2023.8753    247798.99446    0.00521         11.3660    0.0000
2023.8781    247798.99560    0.00483         10.8510    0.0000
2023.8808    247798.99506    0.00487         10.7405    0.0000
2023.8836    247798.99526    0.00465         10.5720    0.0000
2023.8863    247798.99423    0.00441         10.1294    0.0000
2023.8890    247798.99604    0.00494         11.0133    0.0000
2023.8918    247798.99381    0.00442          9.9464    0.0000
2023.8945    247798.99616    0.00456         10.3047    0.0000
2023.8973    247798.99554    0.00499         11.1640    0.0000
2023.9000    247798.99589    0.00501         11.3012    0.0000
2023.9027    247798.99449    0.00490         10.6496    0.0000
2023.9055    247798.99527    0.00467         10.3980    0.0000
2023.9082    247798.99327    0.00470         10.5140    0.0000
2023.9110    247798.99415    0.00562         13.0779    0.0000
2023.9137    247798.99655    0.00460         10.4383    0.0000
2023.9164    247798.99645    0.00532         11.4620    0.0000
2023.9192    247798.99464    0.00436          9.9040    0.0000
2023.9219    247798.99354    0.00511         11.2144    0.0000
2023.9247    247798.99600    0.00503         11.0908    0.0000
2023.9274    247798.99722    0.00513         10.9963    0.0000
2023.9301    247798.99559    0.00460         10.0125    0.0000
2023.9329    247798.99517    0.00455         10.4407    0.0000
2023.9356    247798.99433    0.00432          9.8859    0.0000
2023.9384    247798.99381    0.00478         10.6323    0.0000
2023.9411    247798.99340    0.00422          9.6886    0.0000
2023.9438    247798.99393    0.00460         10.5480    0.0000
2023.9466    247798.99447    0.00452         10.5237    0.0000
2023.9493    247798.99500    0.00477         10.6569    0.0000
2023.9521    247798.99480    0.00504         11.6266    0.0000
2023.9548    247798.99442    0.00450         10.2742    0.0000
2023.9575    247798.99493    0.00513         11.0551    0.0000
2023.9603    247798.99487    0.00502         11.0053    0.0000
2023.9630    247798.99573    0.00479         10.4745    0.0000
2023.9658    247798.99464    0.00439          9.9580    0.0000
2023.9685    247798.99536    0.00481         10.4598    0.0000
2023.9712    247798.99498    0.00497         10.9706    0.0000
2023.9740    247798.99736    0.00484         10.6774    0.0000
2023.9767    247798.99561    0.00494         10.7957    0.0000
2023.9795    247798.99440    0.00455         10.2749    0.0000
2023.9822    247798.99408    0.00423          9.5095    0.0000
2023.9849    247798.99367    0.00470         10.5179    0.0000
2023.9877    247798.99319    0.00447          9.8074    0.0000
2023.9904    247798.99445    0.00425          9.6992    0.0000
2023.9931    247798.99309    0.00509         10.8551    0.0000
2023.9959    247798.99358    0.00458         10.1460    0.0000
2023.9986    247798.99413    0.00422          9.7161    0.0000
2024.0014    247798.99330    0.00477         10.5776    0.0000
2024.0041    247798.99440    0.00459         10.2904    0.0000
2024.0068    247798.99506    0.00467         10.4994    0.0000
2024.0096    247798.99445    0.00460         10.1965    0.0000
2024.0123    247798.99226    0.00495         11.0061    0.0000
2024.0150    247798.99316    0.00458         10.3912    0.0000
2024.0178    247798.99438    0.00460         10.4655    0.0000
2024.0205    247798.99394    0.00477         10.6414    0.0000
2024.0232    247798.99202    0.00455         10.1570    0.0000
2024.0260    247798.99261    0.00515         11.0505    0.0000
2024.0287    247798.99322    0.00480         10.3049    0.0000
2024.0314    247798.99371    0.00476         10.3341    0.0000
2024.0342    247798.99510    0.00508         10.9355    0.0000
2024.0369    247798.99337    0.00458         10.1363    0.0000
2024.0396    247798.99456    0.00446         10.0893    0.0000
2024.0423    247798.99411    0.00493         10.9356    0.0000
2024.0451    247798.99300    0.00493         10.8313    0.0000
2024.0478    247798.99242    0.00498         11.0635    0.0000
2024.0505    247798.99392    0.00453         10.2587    0.0000
2024.0533    247798.99317    0.00445         10.0300    0.0000
2024.0560    247798.99439    0.00471         10.3834    0.0000
2024.0587    247798.99467    0.00445          9.9639    0.0000
2024.0615    247798.99461    0.00496         10.8336    0.0000
2024.0642    247798.99249    0.00456         10.2120    0.0000
2024.0669    247798.99163    0.00518         11.1973    0.0000
2024.0697    247798.99292    0.00474         10.3563    0.0000
2024.0724    247798.99301    0.00470         10.3780    0.0000
2024.0751    247798.99348    0.00450         10.1137    0.0000
2024.0779    247798.99535    0.00486         10.6480    0.0000
2024.0806    247798.99329    0.00500         11.2028    0.0000
2024.0833    247798.99213    0.00461         10.4749    0.0000
2024.0861    247798.99034    0.00482         10.8014    0.0000
2024.0888    247798.98982    0.00515         11.4988    0.0000
2024.0915    247798.99461    0.00495         10.9352    0.0000
2024.0943    247798.99338    0.00523         11.1883    0.0000
2024.0970    247798.99124    0.00496         10.9353    0.0000
2024.0997    247798.99207    0.00473         10.3490    0.0000
2024.1025    247798.99188    0.00496         10.9236    0.0000
2024.1052    247798.99146    0.00455         10.2154    0.0000
2024.1079    247798.98974    0.00540         11.6301    0.0000
2024.1107    247798.99517    0.00515         11.1541    0.0000
2024.1134    247798.99451    0.00527         11.2988    0.0000
2024.1161    247798.99244    0.00500         10.8963    0.0000
2024.1189    247798.99388    0.00530         11.4152    0.0000
2024.1216    247798.99266    0.00483         10.7435    0.0000
2024.1243    247798.99361    0.00559         12.0342    0.0000
2024.1270    247798.99319    0.00503         11.1802    0.0000
2024.1298    247798.99299    0.00529         11.2805    0.0000
2024.1325    247798.99207    0.00544         11.8392    0.0000
2024.1352    247798.99156    0.00535         11.7888    0.0000
2024.1380    247798.99190    0.00516         11.6484    0.0000
2024.1407    247798.99181    0.00528         11.7988    0.0000
2024.1434    247798.99182    0.00548         12.2449    0.0000
2024.1462    247798.99296    0.00496         11.5944    0.0000
2024.1489    247798.99316    0.00480         10.9984    0.0000
2024.1516    247798.99306    0.00462         10.6349    0.0000
2024.1544    247798.99235    0.00504         11.0380    0.0000
2024.1571    247798.99000    0.00496         11.0959    0.0000
2024.1598    247798.99245    0.00462         10.4006    0.0000
2024.1626    247798.98993    0.00487         10.7384    0.0000
2024.1653    247798.99357    0.00470         10.1914    0.0000
2024.1680    247798.99007    0.00467         10.2534    0.0000
2024.1708    247798.99182    0.00488         10.8211    0.0000
2024.1735    247798.99026    0.00524         11.4399    0.0000
2024.1762    247798.99203    0.00525         11.2313    0.0000
2024.1790    247798.99199    0.00589         13.1363    0.0000
2024.1817    247798.99269    0.00484         10.6564    0.0000
2024.1844    247798.99061    0.00444         10.0018    0.0000
2024.1872    247798.99039    0.00508         10.9161    0.0000
2024.1899    247798.99269    0.00473         10.3839    0.0000
2024.1926    247798.99146    0.00506         10.8000    0.0000
2024.1954    247798.99036    0.00503         10.7359    0.0000
2024.1981    247798.99244    0.00472         10.5444    0.0000
2024.2008    247798.99098    0.00519         11.3076    0.0000
2024.2035    247798.99177    0.00522         11.5208    0.0000
2024.2063    247798.99030    0.00512         11.1466    0.0000
2024.2090    247798.99171    0.00501         10.9791    0.0000
2024.2117    247798.99337    0.00544         11.6193    0.0000
2024.2145    247798.99245    0.00491         10.9406    0.0000
2024.2172    247798.99411    0.00506         11.3762    0.0000
2024.2199    247798.99160    0.00604         12.8600    0.0000
2024.2227    247798.99112    0.00524         11.4084    0.0000
2024.2254    247798.99244    0.00522         11.3807    0.0000
2024.2281    247798.99111    0.00527         11.7591    0.0000
2024.2309    247798.98819    0.00487         10.9527    0.0000
2024.2336    247798.98982    0.00530         11.6975    0.0000
2024.2363    247798.99311    0.00540         11.8084    0.0000
2024.2391    247798.99146    0.00506         10.9614    0.0000
2024.2418    247798.99134    0.00586         12.6664    0.0000
2024.2445    247798.99125    0.00503         11.0375    0.0000
2024.2473    247798.99142    0.00508         11.2943    0.0000
2024.2500    247798.99376    0.00550         12.3197    0.0000
2024.2527    247798.99061    0.00552         12.7362    0.0000
2024.2555    247798.99274    0.00521         11.4684    0.0000
2024.2582    247798.99124    0.00545         12.0491    0.0000
2024.2609    247798.99210    0.00520         11.7941    0.0000
2024.2637    247798.99026    0.00502         11.1666    0.0000
2024.2664    247798.99108    0.00545         11.8822    0.0000
2024.2691    247798.99063    0.00513         11.2802    0.0000
2024.2719    247798.99429    0.00502         11.5288    0.0000
2024.2746    247798.99187    0.00522         11.6021    0.0000
2024.2773    247798.99238    0.00501         11.3960    0.0000
2024.2801    247798.98988    0.00498         11.2606    0.0000
2024.2828    247798.99161    0.00535         11.9504    0.0000
2024.2855    247798.99251    0.00493         11.0843    0.0000
2024.2882    247798.98996    0.00556         12.8400    0.0000
2024.2910    247798.99387    0.00579         13.3661    0.0000
2024.2937    247798.99132    0.00550         12.2665    0.0000
2024.2992    247798.99194    0.00577         13.3295    0.0000
2024.3019    247798.99281    0.00492         10.8798    0.0000
2024.3046    247798.99045    0.00551         12.2021    0.0000
2024.3074    247798.99170    0.00510         11.5606    0.0000
2024.3101    247798.99165    0.00543         12.2781    0.0000
2024.3128    247798.98954    0.00526         11.5412    0.0000
2024.3156    247798.99273    0.00635         13.6215    0.0000
2024.3183    247798.99090    0.00596         12.8590    0.0000
2024.3210    247798.99120    0.00531         11.8665    0.0000
2024.3238    247798.99175    0.00626         14.0069    0.0000
2024.3265    247798.99014    0.00626         13.6843    0.0000
2024.3292    247798.99054    0.00512         11.6547    0.0000
2024.3320    247798.99166    0.00576         12.5533    0.0000
2024.3347    247798.99113    0.00552         12.4967    0.0000
2024.3374    247798.99162    0.00498         11.3187    0.0000
2024.3402    247798.99177    0.00583         12.8490    0.0000
2024.3429    247798.98952    0.00507         11.6312    0.0000
2024.3456    247798.98972    0.00523         11.9123    0.0000
2024.3484    247798.98938    0.00525         11.6437    0.0000
2024.3511    247798.99088    0.00598         13.3339    0.0000
2024.3538    247798.99043    0.00515         11.6389    0.0000
2024.3566    247798.99069    0.00514         11.7833    0.0000
2024.3593    247798.99325    0.00505         11.3444    0.0000
2024.3620    247798.99124    0.00501         11.6062    0.0000
2024.3648    247798.99100    0.00527         11.9024    0.0000
2024.3675    247798.99184    0.00542         11.9809    0.0000
2024.3702    247798.99056    0.00550         12.2388    0.0000
2024.3729    247798.98772    0.00586         12.8512    0.0000
2024.3757    247798.99102    0.00606         13.3632    0.0000
2024.3784    247798.98910    0.00586         13.1616    0.0000
2024.3811    247798.99171    0.00576         12.9260    0.0000
2024.3839    247798.98889    0.00610         13.3466    0.0000
2024.3866    247798.99028    0.00556         12.4885    0.0000
2024.3893    247798.99134    0.00591         13.1602    0.0000
2024.3921    247798.99179    0.00589         12.9570    0.0000
2024.3948    247798.99137    0.00615         14.4234    0.0000
2024.3975    247798.99038    0.00564         13.1151    0.0000
2024.4003    247798.98956    0.00573         13.3076    0.0000
2024.4030    247798.98911    0.00574         13.4692    0.0000
2024.4057    247798.98849    0.00526         11.9663    0.0000
2024.4085    247798.99271    0.00644         15.1299    0.0000
2024.4112    247798.98992    0.00539         12.5180    0.0000
2024.4139    247798.99164    0.00698         15.7270    0.0000
2024.4167    247798.99169    0.00600         13.9866    0.0000
2024.4194    247798.99225    0.00545         12.1693    0.0000
2024.4221    247798.99025    0.00591         13.4397    0.0000
2024.4249    247798.99044    0.00642         13.4517    0.0000
2024.4276    247798.99229    0.00580         13.2167    0.0000
2024.4303    247798.99135    0.00667         14.5615    0.0000
2024.4331    247798.99243    0.00590         13.4375    0.0000
2024.4358    247798.98719    0.00567         13.3276    0.0000
2024.4385    247798.98933    0.00579         13.0243    0.0000
2024.4413    247798.99143    0.00617         14.0441    0.0000
2024.4440    247798.98845    0.00541         12.6885    0.0000
2024.4467    247798.98761    0.00621         14.4209    0.0000
2024.4495    247798.99039    0.00549         12.9077    0.0000
2024.4522    247798.98903    0.00579         13.0969    0.0000
2024.4549    247798.98926    0.00569         13.2090    0.0000
2024.4576    247798.98887    0.00610         13.8196    0.0000
2024.4604    247798.99120    0.00551         12.9078    0.0000
2024.4631    247798.98954    0.00561         13.0161    0.0000
2024.4658    247798.99073    0.00573         12.9804    0.0000
2024.4686    247798.98941    0.00560         12.9975    0.0000
2024.4713    247798.98846    0.00592         13.7339    0.0000
2024.4740    247798.98974    0.00583         13.2854    0.0000
2024.4768    247798.99031    0.00537         12.5920    0.0000
2024.4795    247798.98956    0.00446         10.4314    0.0000
2024.4822    247798.99085    0.00567         12.2915    0.0000
2024.4850    247798.98969    0.00546         12.5612    0.0000
2024.4877    247798.99096    0.00549         12.5046    0.0000
2024.4904    247798.99075    0.00535         12.2052    0.0000
2024.4932    247798.98974    0.00526         12.0738    0.0000
2024.4959    247798.99012    0.00631         14.6407    0.0000
2024.4986    247798.99243    0.00564         13.0889    0.0000
2024.5014    247798.99065    0.00585         13.3847    0.0000
2024.5041    247798.98916    0.00587         13.3869    0.0000
2024.5068    247798.98961    0.00594         13.7651    0.0000
2024.5096    247798.99095    0.00625         15.2061    0.0000
2024.5123    247798.99094    0.00576         13.2264    0.0000
2024.5150    247798.99157    0.00553         12.7951    0.0000
2024.5178    247798.99241    0.00541         12.6374    0.0000
2024.5205    247798.99229    0.00577         12.8588    0.0000
2024.5232    247798.99011    0.00549         12.4049    0.0000
2024.5260    247798.99091    0.00591         13.5355    0.0000
2024.5287    247798.99032    0.00607         14.0629    0.0000
2024.5314    247798.98957    0.00557         12.3946    0.0000
2024.5342    247798.98997    0.00533         12.5127    0.0000
2024.5369    247798.99137    0.00638         14.1386    0.0000
2024.5396    247798.99223    0.00628         14.5935    0.0000
2024.5423    247798.98694    0.00612         13.9808    0.0000
2024.5451    247798.99111    0.00614         13.6939    0.0000
2024.5478    247798.99183    0.00599         13.7970    0.0000
2024.5505    247798.99358    0.00665         15.7238    0.0000
2024.5533    247798.99221    0.00623         14.2858    0.0000
2024.5560    247798.99178    0.00585         13.6290    0.0000
2024.5587    247798.99206    0.00718         17.6834    0.0000
2024.5615    247798.98896    0.00617         14.5157    0.0000
2024.5642    247798.99271    0.00641         14.7509    0.0000
2024.5669    247798.99203    0.00604         13.7465    0.0000
2024.5697    247798.98840    0.00580         12.8145    0.0000
2024.5724    247798.98965    0.00507         11.5912    0.0000
2024.5751    247798.98822    0.00568         13.0701    0.0000
2024.5779    247798.99016    0.00562         13.0089    0.0000
2024.5806    247798.98980    0.00605         13.5533    0.0000
2024.5833    247798.99101    0.00644         14.3389    0.0000
2024.5861    247798.99558    0.00713         17.1107    0.0000
2024.5888    247798.98960    0.00727         15.3007    0.0000
2024.5915    247798.98932    0.00578         13.3522    0.0000
2024.5943    247798.99010    0.00634         14.3514    0.0000
2024.5970    247798.98818    0.00655         14.9319    0.0000
2024.5997    247798.99810    0.00786         18.9220    0.0000
2024.6025    247798.98820    0.00870         21.3243    0.0000
2024.6052    247798.98835    0.00685         15.5271    0.0000
2024.6079    247798.98912    0.00528         12.0554    0.0000
2024.6107    247798.99007    0.00623         14.8958    0.0000
2024.6134    247798.99243    0.00644         14.1700    0.0000
2024.6161    247798.98964    0.00625         14.3460    0.0000
2024.6189    247798.98904    0.00619         14.8189    0.0000
2024.6216    247798.98982    0.00688         15.1600    0.0000
2024.6243    247798.98735    0.00582         12.8358    0.0000
2024.6270    247798.98752    0.00655         14.7573    0.0000
2024.6298    247798.98777    0.00630         14.0600    0.0000
2024.6325    247798.98958    0.00666         14.6450    0.0000
2024.6352    247798.99051    0.00654         15.0241    0.0000
2024.6380    247798.98573    0.00710         15.6627    0.0000
2024.6407    247798.98530    0.00659         15.8147    0.0000
2024.6434    247798.98683    0.00809         19.4146    0.0000
2024.6462    247798.98341    0.00712         16.3055    0.0000
2024.6489    247798.98866    0.00722         17.1738    0.0000
2024.6516    247798.98556    0.00676         15.2502    0.0000
2024.6544    247798.98820    0.00558         13.0699    0.0000
2024.6571    247798.98678    0.00577         13.4905    0.0000
2024.6598    247798.98770    0.00656         15.8236    0.0000
2024.6626    247798.98979    0.00689         16.2811    0.0000
2024.6653    247798.98858    0.00723         17.2305    0.0000
2024.6680    247798.98794    0.00667         15.8427    0.0000
2024.6708    247798.98821    0.00671         15.3829    0.0000
2024.6735    247798.98516    0.00740         17.6918    0.0000
2024.6762    247798.98562    0.00808         19.8667    0.0000
2024.6790    247798.98793    0.00607         14.1904    0.0000
2024.6817    247798.98741    0.00664         15.4291    0.0000
2024.6844    247798.99123    0.00576         13.0477    0.0000
2024.6872    247798.98827    0.00656         14.7662    0.0000
2024.6899    247798.98912    0.00666         15.6221    0.0000
2024.6954    247798.98985    0.00568         13.5010    0.0000
2024.6981    247798.98888    0.00609         14.7087    0.0000
2024.7008    247798.98988    0.00560         12.9155    0.0000
2024.7035    247798.98636    0.00594         13.4303    0.0000
2024.7063    247798.98883    0.00677         15.9170    0.0000
2024.7090    247798.98789    0.00653         14.3603    0.0000
2024.7117    247798.98758    0.00530         12.2516    0.0000
2024.7145    247798.98583    0.00649         14.3224    0.0000
2024.7172    247798.98776    0.00590         13.4085    0.0000
2024.7199    247798.99019    0.00714         17.1118    0.0000
2024.7227    247798.98818    0.00492         11.5292    0.0000
2024.7254    247798.98725    0.00570         12.6247    0.0000
2024.7281    247798.98806    0.00464         10.4952    0.0000
2024.7309    247798.98933    0.00545         12.3402    0.0000
2024.7336    247798.98872    0.00568         12.6442    0.0000
2024.7363    247798.98883    0.00541         12.2003    0.0000
2024.7391    247798.98784    0.00539         12.3183    0.0000
2024.7418    247798.99026    0.00534         11.8308    0.0000
2024.7445    247798.98596    0.00558         12.4779    0.0000
2024.7473    247798.98838    0.00561         12.2102    0.0000
2024.7500    247798.98974    0.00588         12.9126    0.0000
2024.7527    247798.98859    0.00553         12.2490    0.0000
2024.7555    247798.98423    0.00519         11.8017    0.0000
2024.7582    247798.98634    0.00541         11.6565    0.0000
2024.7609    247798.98488    0.00532         11.4573    0.0000
2024.7637    247798.98929    0.00584         13.1071    0.0000
2024.7664    247798.99041    0.00499         11.3633    0.0000
2024.7691    247798.98825    0.00517         11.5757    0.0000
2024.7719    247798.98748    0.00504         11.4453    0.0000
2024.7746    247798.98710    0.00523         11.8712    0.0000
2024.7773    247798.98910    0.00510         11.5895    0.0000
2024.7801    247798.98647    0.00474         10.9361    0.0000
2024.7828    247798.98460    0.00505         11.4240    0.0000
2024.7855    247798.98888    0.00565         12.5795    0.0000
2024.7882    247798.98573    0.00618         13.7991    0.0000
2024.7910    247798.98937    0.00538         11.9236    0.0000
2024.7937    247798.98842    0.00550         12.1580    0.0000
2024.7964    247798.98516    0.00588         12.8202    0.0000
2024.7992    247798.98721    0.00494         11.3006    0.0000
2024.8019    247798.98513    0.00525         11.7976    0.0000
2024.8046    247798.98506    0.00563         12.6595    0.0000
2024.8074    247798.98662    0.00499         11.3163    0.0000
2024.8101    247798.98614    0.00599         12.7270    0.0000
2024.8128    247798.98603    0.00508         11.2757    0.0000
2024.8156    247798.98686    0.00575         12.6093    0.0000
2024.8183    247798.98688    0.00519         11.7465    0.0000
2024.8210    247798.98866    0.00486         11.1089    0.0000
2024.8238    247798.98680    0.00549         12.0666    0.0000
2024.8265    247798.98779    0.00531         11.6043    0.0000
2024.8292    247798.98776    0.00503         11.4625    0.0000
2024.8320    247798.98398    0.00532         12.0841    0.0000
2024.8347    247798.98622    0.00503         11.7606    0.0000
2024.8374    247798.98709    0.00500         11.1464    0.0000
2024.8402    247798.98566    0.00515         11.7240    0.0000
2024.8429    247798.98682    0.00517         11.7381    0.0000
2024.8456    247798.98547    0.00506         11.2242    0.0000
2024.8484    247798.98772    0.00459         10.3393    0.0000
2024.8511    247798.98658    0.00499         11.0941    0.0000
2024.8538    247798.98524    0.00520         11.5336    0.0000
2024.8566    247798.98858    0.00465         10.3423    0.0000
2024.8593    247798.98737    0.00445         10.2173    0.0000
2024.8620    247798.98449    0.00492         10.9794    0.0000
2024.8648    247798.98678    0.00493         11.2302    0.0000
2024.8675    247798.98686    0.00476         10.7034    0.0000
2024.8702    247798.98614    0.00510         11.1571    0.0000
2024.8729    247798.98608    0.00536         11.1853    0.0000
2024.8757    247798.98757    0.00451         10.5090    0.0000
2024.8784    247798.98588    0.00453         10.4014    0.0000
2024.8811    247798.98731    0.00509         11.2336    0.0000
2024.8839    247798.98680    0.00490         11.0334    0.0000
2024.8866    247798.98727    0.00492         11.0164    0.0000
2024.8893    247798.98716    0.00507         11.2946    0.0000
2024.8921    247798.98757    0.00505         11.3507    0.0000
2024.8948    247798.98636    0.00527         11.9908    0.0000
2024.8975    247798.98531    0.00562         12.4112    0.0000
2024.9003    247798.98536    0.00518         11.4312    0.0000
2024.9030    247798.98562    0.00518         11.0417    0.0000
2024.9057    247798.98626    0.00564         12.4222    0.0000
2024.9085    247798.98553    0.00525         11.3630    0.0000
2024.9112    247798.98597    0.00461         10.4097    0.0000
2024.9139    247798.98818    0.00450         10.2173    0.0000
2024.9167    247798.98650    0.00474         10.5339    0.0000
2024.9194    247798.98586    0.00506         11.3726    0.0000
2024.9221    247798.98642    0.00467         10.4981    0.0000
2024.9249    247798.98688    0.00530         11.4681    0.0000
2024.9276    247798.98728    0.00446         10.0444    0.0000
2024.9303    247798.98548    0.00445         10.3275    0.0000
2024.9331    247798.98442    0.00590         12.8723    0.0000
2024.9358    247798.98801    0.00496         11.0112    0.0000
2024.9385    247798.98788    0.00508         11.1160    0.0000
2024.9413    247798.98695    0.00530         11.6258    0.0000
2024.9440    247798.98442    0.00465         10.7194    0.0000
2024.9467    247798.98791    0.00510         11.4532    0.0000
2024.9495    247798.98535    0.00536         12.3377    0.0000
2024.9522    247798.98583    0.00522         11.3617    0.0000
2024.9549    247798.98501    0.00517         11.3242    0.0000
2024.9576    247798.98445    0.00500         11.0774    0.0000
2024.9604    247798.98404    0.00532         11.6785    0.0000
2024.9631    247798.98687    0.00499         11.2793    0.0000
2024.9658    247798.98585    0.00490         10.8912    0.0000
2024.9686    247798.98528    0.00493         11.1269    0.0000
2024.9713    247798.98624    0.00491         11.1175    0.0000
2024.9740    247798.98524    0.00495         11.3725    0.0000
2024.9768    247798.98397    0.00517         11.6424    0.0000
2024.9795    247798.98552    0.00522         12.0300    0.0000
2024.9822    247798.98445    0.00537         11.8043    0.0000
2024.9850    247798.98516    0.00547         11.7361    0.0000
2024.9877    247798.98457    0.00466         10.3480    0.0000
2024.9904    247798.98595    0.00471         10.3832    0.0000
2024.9932    247798.98491    0.00499         11.3889    0.0000
2024.9959    247798.98585    0.00492         10.7896    0.0000
2024.9986    247798.98425    0.00489         10.9305    0.0000
2025.0014    247798.98323    0.00540         11.3222    0.0000
2025.0041    247798.98523    0.00512         11.4140    0.0000
2025.0068    247798.98519    0.00569         12.2356    0.0000
2025.0096    247798.98491    0.00466         10.7960    0.0000
2025.0123    247798.98520    0.00439          9.9052    0.0000
2025.0151    247798.98558    0.00524         11.2241    0.0000
2025.0178    247798.98414    0.00532         11.5409    0.0000
2025.0205    247798.98456    0.00612         13.4794    0.0000
2025.0233    247798.98347    0.00544         11.8498    0.0000
2025.0260    247798.98543    0.00475         10.6327    0.0000
2025.0288    247798.98457    0.00487         10.6940    0.0000
2025.0315    247798.98423    0.00518         11.1077    0.0000
2025.0342    247798.98333    0.00482         10.6445    0.0000
2025.0370    247798.98439    0.00445         10.3042    0.0000
2025.0397    247798.98357    0.00487         10.7181    0.0000
2025.0425    247798.98388    0.00502         11.0450    0.0000
2025.0452    247798.98343    0.00441         10.0115    0.0000
2025.0479    247798.98384    0.00509         11.6959    0.0000
2025.0507    247798.98361    0.00508         11.0650    0.0000
2025.0534    247798.98471    0.00445         10.2266    0.0000
2025.0562    247798.98418    0.00504         10.9986    0.0000
2025.0589    247798.98436    0.00489         11.2435    0.0000
2025.0616    247798.98467    0.00488         11.4911    0.0000
2025.0644    247798.98508    0.00474         10.6901    0.0000
2025.0671    247798.98473    0.00517         11.8167    0.0000
2025.0699    247798.98507    0.00445         10.1459    0.0000
2025.0726    247798.98599    0.00431          9.8308    0.0000
2025.0753    247798.98521    0.00483         10.6839    0.0000
2025.0781    247798.98510    0.00475         10.5645    0.0000
2025.0808    247798.98561    0.00501         11.0394    0.0000
2025.0836    247798.98284    0.00458         10.2945    0.0000
2025.0863    247798.98471    0.00444         10.2060    0.0000
2025.0890    247798.98297    0.00535         11.6829    0.0000
2025.0918    247798.98415    0.00441         10.0998    0.0000
2025.0945    247798.98481    0.00514         11.0603    0.0000
2025.0973    247798.98447    0.00567         12.2557    0.0000
2025.1000    247798.98433    0.00543         11.7907    0.0000
2025.1027    247798.98393    0.00540         11.8141    0.0000
2025.1055    247798.98302    0.00479         10.7982    0.0000
2025.1082    247798.98464    0.00509         11.2053    0.0000
2025.1110    247798.98359    0.00478         10.9670    0.0000
2025.1137    247798.98223    0.00525         11.5962    0.0000
2025.1164    247798.98346    0.00457         10.2915    0.0000
2025.1192    247798.98183    0.00461         10.4779    0.0000
2025.1219    247798.98504    0.00515         11.2483    0.0000
2025.1247    247798.98423    0.00471         10.8463    0.0000
2025.1274    247798.98432    0.00503         11.3420    0.0000
2025.1301    247798.98467    0.00506         11.0905    0.0000
2025.1329    247798.98220    0.00562         12.0364    0.0000
2025.1356    247798.98292    0.00510         11.0902    0.0000
2025.1384    247798.98475    0.00491         11.1575    0.0000
2025.1411    247798.98159    0.00508         10.9782    0.0000
2025.1438    247798.98526    0.00474         10.7017    0.0000
2025.1466    247798.98408    0.00522         11.5076    0.0000
2025.1493    247798.98318    0.00507         11.2304    0.0000
2025.1521    247798.98427    0.00607         12.7729    0.0000
2025.1548    247798.98359    0.00457         10.2803    0.0000
2025.1575    247798.98367    0.00501         10.9919    0.0000
2025.1603    247798.98343    0.00500         11.2055    0.0000
2025.1630    247798.98273    0.00518         11.4771    0.0000
2025.1658    247798.98277    0.00497         10.9541    0.0000
2025.1685    247798.98575    0.00608         13.2463    0.0000
2025.1712    247798.98275    0.00540         11.9137    0.0000
2025.1740    247798.98256    0.00577         12.8757    0.0000
2025.1767    247798.98341    0.00538         11.9206    0.0000
2025.1795    247798.98382    0.00523         11.5168    0.0000
2025.1822    247798.98154    0.00517         11.7026    0.0000
2025.1849    247798.98410    0.00477         10.9487    0.0000
