#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2011.9658     -6.57     -7.34     2.8028     4.2877
2011.9685     -8.53     -4.53     2.5742     3.8274
2011.9712     -6.04     -6.95     2.6535     4.0113
2011.9740     -6.50     -11.39     3.1530     4.7560
2011.9767     -6.26     -7.72     2.8715     4.3785
2011.9795     -5.94     -7.77     2.5823     3.9148
2011.9822     -6.45     -5.30     2.8752     4.3872
2011.9849     -6.45     -5.29     2.9431     4.4749
2011.9877     -6.82     -6.74     2.7864     4.1112
2011.9904     -7.80     -4.50     2.8316     4.4011
2011.9932     -9.41     -7.74     2.8644     4.2976
2011.9959     -6.79     -11.10     3.0076     4.4815
2011.9986     -8.00     -7.08     2.8104     4.3694
2012.0014     -8.68     -4.31     2.9644     4.5117
2012.0041     -9.09     -8.16     3.3476     4.7906
2012.0068     -8.72     -7.98     3.3029     5.0342
2012.0096     -7.40     -4.84     3.1693     4.9287
2012.0123     -3.49     -3.25     2.9508     4.5562
2012.0150     -7.27     -4.09     2.9428     4.4730
2012.0178     -5.70     -1.12     2.7184     4.0184
2012.0205     -6.39     -1.73     2.8019     4.2860
2012.0232     -4.32     -0.34     2.9535     4.4001
2012.0260     -7.94     -4.78     2.9506     4.4934
2012.0287     -7.94     -4.78     3.0073     4.4869
2012.0314     -7.08     -6.11     3.0108     4.4225
2012.0342     -8.76     -8.67     3.1781     5.0133
2012.0369     -10.83     -11.28     3.4620     5.3960
2012.0396     -4.95     -7.54     2.8877     4.5500
2012.0423     -6.52     -1.21     3.0975     4.7507
