#YYYY.DECM     baseline(mm)     azimuth(millisecond)     sigma_baseline(mm)     sigma_azimuth(millisecond)
2012.1434     -2.02     0.58     2.7046     3.8509
2012.1462     -3.01     3.05     2.8557     4.0675
2012.1489     -4.45     3.29     2.4983     3.5583
2012.1516     -3.76     5.93     2.9187     4.2083
2012.1544     -2.74     4.58     2.4931     3.5529
2012.1571     -3.19     3.63     2.4930     3.5524
2012.1598     -3.75     4.44     2.3920     3.3937
2012.1626     -4.10     5.59     2.5244     3.6118
2012.1653     -2.73     4.17     2.6372     3.7831
2012.1680     -3.25     3.32     2.7367     3.9117
2012.1708     -3.71     2.77     2.7788     3.9898
2012.1735     -3.19     4.92     2.6693     3.8180
2012.1762     -3.35     4.87     2.7021     3.8753
2012.1790     -3.77     3.54     2.3834     3.4135
2012.1817     -3.56     4.75     2.4872     3.5737
2012.1844     -3.47     3.17     2.5569     3.6732
2012.1872     -3.94     3.92     2.4549     3.5128
2012.1899     -3.86     4.91     2.8003     4.0316
2012.1926     -4.06     5.00     2.7009     3.9026
2012.1954     -2.97     3.35     2.6034     3.7191
2012.1981     -3.13     5.24     2.9430     4.2310
2012.2008     -4.43     2.89     2.7700     3.9745
2012.2036     -4.01     4.44     2.8336     4.0915
2012.2063     -3.59     4.05     2.9676     4.3110
2012.2090     -2.76     3.47     2.7362     3.9397
2012.2117     -3.96     5.82     2.7362     3.9084
2012.2145     -3.80     3.06     2.6978     3.8714
2012.2172     -3.25     -2.10     3.0888     4.4396
2012.2199     -4.63     4.07     2.5959     3.7111
2012.2227     -4.60     3.48     2.7289     3.9301
2012.2254     -3.94     4.55     2.7779     3.9809
2012.2281     -3.90     4.85     2.7720     4.0063
2012.2309     -3.54     3.91     2.7932     3.9812
2012.2336     -4.31     4.82     2.8077     4.0369
2012.2363     0.13     6.92     2.9091     4.1668
2012.2391     -3.03     5.84     2.6346     3.7521
2012.2418     -4.00     5.33     2.4544     3.5123
2012.2445     -3.70     4.09     2.4230     3.4531
2012.2473     -4.59     3.49     2.4935     3.5536
2012.2500     -3.95     3.03     2.6648     3.8092
2012.2527     -4.32     3.29     2.7292     3.9304
2012.2555     -4.21     4.12     2.6292     3.7764
2012.2582     -3.66     4.58     2.8044     4.0391
2012.2609     -3.98     3.84     2.6279     3.7720
2012.2637     -4.41     2.70     2.7786     4.0110
2012.2664     -4.12     4.04     2.6649     3.8097
2012.2691     -2.45     3.54     2.9153     4.1465
2012.2719     -4.16     5.93     2.8715     4.1316
2012.2746     -5.16     3.63     2.9504     4.2133
2012.2773     -2.34     6.11     2.9825     4.2990
2012.2801     -3.16     4.54     2.9353     4.2506
2012.2828     -3.78     4.60     2.6367     3.7823
2012.2855     -3.90     5.28     2.6670     3.8390
2012.2883     -2.83     6.17     2.7018     3.8751
2012.2910     -2.89     4.78     2.7686     3.9696
2012.2937     -1.90     5.09     2.5951     3.7096
2012.2964     -3.88     3.58     2.8564     4.0687
2012.2992     -2.05     6.58     2.8376     4.0678
2012.3019     -3.44     3.64     2.9181     4.1781
2012.3046     -3.30     3.87     2.7052     3.8498
2012.3074     -3.97     5.80     3.3406     4.7802
2012.3101     -3.62     5.73     3.2131     4.6705
2012.3128     -3.22     4.66     2.7406     3.9191
2012.3156     -3.38     5.04     2.7362     3.9084
2012.3183     -3.19     5.58     2.9820     4.2984
2012.3210     -4.16     4.20     3.1144     4.4863
2012.3238     -1.90     5.75     3.3706     4.8023
2012.3265     1.44     4.32     3.8026     5.4455
2012.3292     -3.16     5.19     3.0594     4.4159
2012.3320     -1.95     5.01     2.8060     4.0081
2012.3347     -3.35     4.87     2.6649     3.8097
2012.3374     -2.41     3.40     3.2521     4.6922
2012.3402     -1.97     5.20     3.0840     4.4292
2012.3429     -1.89     3.82     2.8375     4.0673
2012.3456     -4.17     4.18     2.8058     4.0076
2012.3484     -2.98     4.63     3.0186     4.3059
2012.3511     -3.47     5.76     2.8772     4.1092
2012.3538     -3.50     2.47     3.0824     4.4260
2012.3566     -2.77     1.94     3.2248     4.6272
2012.3593     -3.75     5.73     3.0511     4.3670
2012.3620     -2.47     4.38     2.7440     3.9170
2012.3648     -3.94     1.32     2.9109     4.1726
2012.3675     -2.71     4.84     2.8772     4.1067
2012.3702     -3.26     4.59     3.0820     4.4251
2012.3730     -2.56     3.58     2.6679     3.8147
2012.3757     -5.48     3.76     3.0902     4.4090
2012.3784     -1.87     2.78     3.2975     4.7586
2012.3811     -0.62     4.60     3.2652     4.6724
2012.3839     -3.19     2.55     3.3359     4.7709
2012.3866     -2.45     3.99     2.9531     4.2437
2012.3893     -3.09     3.80     3.0321     4.3325
2012.3921     -5.27     5.40     3.0840     4.4643
2012.3948     -2.35     6.31     2.9479     4.2342
2012.3975     -1.80     2.67     2.7812     3.9613
2012.4003     -4.03     0.95     3.1216     4.4643
2012.4030     0.85     5.08     3.7053     5.2933
2012.4057     -3.12     2.66     3.1988     4.5727
2012.4085     -2.21     2.65     3.0178     4.3042
2012.4112     -2.05     4.86     2.9472     4.2063
2012.4139     -3.51     3.10     2.8800     4.1118
2012.4167     -3.78     2.00     2.8449     4.0483
2012.4194     -4.19     1.34     3.1653     4.5165
2012.4221     -2.44     2.05     3.1663     4.5109
2012.4249     -1.67     1.59     3.0591     4.3505
2012.4276     -4.43     4.19     2.9797     4.2679
2012.4303     -2.84     4.20     3.0488     4.3655
2012.4331     -2.74     4.16     2.9962     4.2575
2012.4358     -3.05     2.57     3.4707     4.9918
2012.4385     -4.05     5.25     3.5439     5.1175
2012.4413     -1.88     1.90     2.8203     4.0230
2012.4440     -3.46     2.54     3.0521     4.3711
2012.4467     -2.37     5.62     3.1642     4.5372
2012.4495     -0.28     3.87     3.3782     4.8176
2012.4522     -3.21     3.16     3.0547     4.3752
2012.4549     -2.13     2.99     2.8779     4.1078
2012.4577     -3.22     3.36     2.9217     4.1587
